"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Ethiopia","ETH","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","410","380","340","380","390","410","450","460","430","450","470","510","510","490","560","630","700","780","860","910","1010","1110","1190","1260","1480","1620","1840","1980","2110","2260","2360","2530",
"European Union","EUU","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14731.6533398435","15411.9848967045","15885.5769664174","16150.2703042017","16879.5293804532","17712.2538254223","18327.0095674442","19040.4559468136","19899.5939941292","20732.7142686514","22051.9691853326","23084.0923312903","24024.8179610255","24550.6451252965","25751.1277045176","26746.109676577","29100.1944620753","30872.5467715535","32261.5978562266","31766.5344222046","32831.6588641619","34482.6363512445","35018.7102750224","36155.5605864618","37106.2655118182","38106.0631236702","40512.3278954375","42654.3573010645","44747.4806174425","46133.4341144192","44856.5205786795","48486.1265563389",
"Fragile and conflict affected situations","FCS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2422.5004699777","2423.46844558687","2399.32317187574","2314.95638605203","2176.47980450898","2159.62923859904","2191.62845868344","2295.19714806494","2383.59226914967","2426.73382621778","2537.37106837317","2678.45852508066","2676.34492056482","2610.9537862329","2989.00105796156","3166.41444811262","3485.82352628188","3746.31107194513","3928.77973123778","3869.65868222536","4022.6096531249","4023.12358811996","4293.13912860899","4462.45657913027","4505.56775508395","4346.87231335461","4386.35070240075","4515.18136730123","4635.31041647401","4745.97802481776","4507.21849956391","4646.33637979823",
"Finland","FIN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17820","17070","16560","16650","17740","19000","19630","21470","23120","24520","26620","27790","28690","28880","31420","32190","34770","37950","40150","38440","39460","41070","41060","41660","42180","42920","45140","47590","49780","50580","51800","55940",
"Fiji","FJI","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3780","3810","4100","4270","4510","4850","5180","5080","5060","5520","5790","5810","6130","6200","6640","6930","6830","7020","7160","7220","7280","7610","8080","8860","10240","11060","11340","11810","12750","12670","10840","10720",
"France","FRA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17760","18380","19030","19290","20060","20840","21530","22510","23660","24790","26500","27980","28820","28540","29460","31020","33110","34800","35860","35470","36730","38430","38500","40410","41010","41730","43830","45580","47620","50020","47600","51660",
"Faroe Islands","FRO","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2310","2290","2350","2300","2120","2180","2290","2450","2540","2590","2680","2710","2880","2980","3050","3020","3190","3240","3380","3420","3450","3420","3960","3940","4000","3690","4100","4060","4010",
"Gabon","GAB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10800","11540","10820","11030","11710","12030","12380","12980","13520","12090","11430","11880","12190","12110","11580","12670","11890","12330","11870","11920","12230","12820","13170","13040","13960","12940","12680","13560","13630","13870","13890","12800",
"United Kingdom","GBR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17450","17830","18470","19320","20770","19980","21230","22710","23790","24380","26570","28000","29440","30740","32390","33180","34870","35520","36510","34940","36590","37510","38120","39400","40720","41890","43520","45770","46910","48760","45960","49420",
"Georgia","GEO","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2580","1830","1700","1800","2160","2660","2890","3070","3140","3400","3660","4170","4610","5220","5990","6840","7110","6960","7430","8120","9720","10420","11420","11820","12260","12920","14030","14930","14040","15950",
"Ghana","GHA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1560","1660","1720","1800","1850","1920","2000","2070","2140","2210","2280","2370","2450","2550","2700","2880","3080","3220","3490","3590","3790","4260","4690","4980","5100","4870","4620","4690","5010","5340","5610","5820",
"Gibraltar","GIB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","850","860","890","940","970","1010","1040","1090","1120","1160","1190","1240","1320","1280","1310","1340","1460","1560","1610","1550","1620","1690","1740","1700","1720","1760","2010","2370","2440","2520","2490","2560",
"Gambia, The","GMB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1350","1400","1430","1460","1450","1460","1470","1500","1530","1590","1660","1740","1650","1780","1950","1900","1890","1950","2050","2130","2210","2000","1990","1920","1830","1870","1880","1890","2020","2140","2120","2220",
"Guinea-Bissau","GNB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","990","1040","1050","1060","1080","1120","1250","1340","950","950","1010","1030","1030","1030","1070","1120","1160","1210","1220","1250","1300","1410","1320","1300","1390","1590","1740","1880","1830","2010","1930","2010",
"Equatorial Guinea","GNQ","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","620","620","840","910","900","970","1550","4030","4450","5740","5210","5640","7180","6820","8550","12310","20240","23230","24650","21390","16690","19120","21520","20560","19850","15730","13770","14440","13930","12410","11780","11990",
"Greece","GRC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28020","28560","29940","29690","27300","24960","25120","25990","26800","26740","27380","28460","29290","30080","27830","31480",
"Grenada","GRD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4400","4670","4700","4620","4750","4850","5110","5410","6030","6480","6830","6710","6960","7760","7650","9560","9390","10040","10280","9290","9600","9910","9910","10660","10950","11510","12550","13260","14220","14510","12930","14150",
"Greenland","GRL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3220","3420","3560","3710","3840","4020","4090","4250","4430","4540","4700","4840","4930","5050","5220","5440","5770","6160","6420","6350","6450","6720","7060","7270","7560","8000","8040","8150","8490","8870","8690","9590",
"Guam","GUM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2700","2820","3240","3730","4210","4530","5100","5440","5450","5630","5760","5990","6140","6260","6580","6700","7130","8080","8400","8790","9390","10070","10700","11270","11200","11450","11470","12160","12600","13240","19060","22920",
"High income","HIC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18039.8072271948","18841.1413649627","19545.5496427144","20116.0596449644","21087.4698843775","21999.5821241946","23016.1735970741","24092.6645457895","24966.5037783354","25960.9444980589","27663.8488707215","28593.7309894178","29439.7767634805","30450.4594401851","32227.4690787904","33863.5297729393","36223.393957394","37810.0552547655","38618.0670926847","37638.9808246277","39263.5096568142","41025.1080824443","42338.8239157709","43665.1875623144","44920.9966950432","45620.9568362915","46819.5134102089","48813.4954908968","50813.667215349","52069.9607392488","50857.0767956069","55134.9737002317",
"Hong Kong SAR, China","HKG","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17740","19130","20580","22900","24170","24930","24880","26590","25610","26380","28450","29470","29800","31980","35260","38280","42730","46700","49570","47240","50230","53710","52990","54710","55910","57450","58660","62440","65490","65240","62390","70600",
"Honduras","HND","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1900","1830","1920","2080","2070","2180","2200","2300","2360","2330","2480","2530","2580","2660","2810","3020","3230","3500","3650","3550","3550","3660","3690","3780","4020","4410","4690","5110","5250","5390","4930","5620",
"Heavily indebted poor countries (HIPC)","HPC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1016.30098892303","1032.21365016657","1035.18777315858","1054.8815325767","1057.14035680029","1100.11798012939","1125.14907230333","1182.51578568403","1207.78185133842","1229.23241248042","1257.15112563893","1303.18994704628","1333.65733344447","1380.36614922019","1456.9503389715","1549.07388381885","1648.93700222502","1739.24172864774","1824.35713098204","1855.69792835193","1917.47333793731","1986.69762992533","1986.64297138941","2057.88138190884","2236.47972353853","2287.29579766227","2370.14961591317","2429.06538086045","2513.4222183296","2596.83607694529","2561.52403505976","2679.3578060136",
"Croatia","HRV","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8030","8760","9520","9810","9730","10470","11410","12560","13240","14440","15090","17160","19080","20300","19480","19370","20410","20740","21720","22030","23470","24830","27150","28790","30660","29830","34620",
"Haiti","HTI","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2170","2240","2130","2020","1790","1980","2060","2110","2140","2190","2210","2210","2230","2310","2300","2400","2490","2630","2710","2850","2690","2860","2810","3000","3010","2940","3130","3200","3280","3240","3130","3160",
"Hungary","HUN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8210","8610","8790","8930","9230","9750","10170","11160","12440","13700","14610","15280","16040","17250","17650","19360","19830","20730","21920","22290","23840","24540","25520","27190","28310","30660","32630","32390","35640",
"IBRD only","IBD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2867.05185836208","2987.27786320576","3075.36535507673","3200.08567902475","3324.36891075766","3493.4235494017","3702.87823168599","3903.32555773573","3925.85837880258","4075.3874129054","4362.72906431089","4588.03218422316","4818.53888956986","5141.91859848116","5627.59760190508","6146.71665679227","6891.26880387116","7649.30444749764","8264.84255281126","8485.04586581933","9138.71546929763","9827.16501307602","10437.8387126937","10885.4869896349","11240.5042740744","11323.6627640498","11710.638327521","12342.2437065018","13124.5951980491","13722.0615971865","13537.5013410282","14911.2905969478",
"IDA & IBRD total","IBT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2554.09094249169","2655.56254682898","2730.47945845487","2828.73515235384","2927.80931865494","3068.43639587934","3240.61914944092","3404.04113708143","3423.13857922156","3545.25373722108","3774.47907913593","3961.54487240938","4149.57551412383","4412.4336113465","4811.6639752582","5236.87097150842","5843.19393877271","6448.60898336923","6935.80165877854","7106.80348132798","7617.62550600299","8152.41591800505","8620.29229229045","8975.74402052297","9276.44043078344","9343.51557725586","9636.412189043","10109.7063763074","10712.8077449757","11167.5891014909","10991.1278698193","12030.7164586927",
"IDA total","IDA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1277.66176196068","1314.61880248423","1351.70540797947","1360.95721924349","1377.87273773658","1426.24804016259","1474.76749759458","1517.85533670338","1546.07807161471","1589.22775125034","1630.40452718318","1708.13656652071","1776.21015158758","1859.01521950216","1992.4035953413","2133.5233144875","2315.39051260491","2460.72383195912","2578.63621684377","2648.24128849549","2764.75883395839","2880.74733397953","2968.20272408693","3100.61888346655","3299.07725301886","3384.28259206195","3468.29777680666","3554.09998869198","3726.94823364957","3876.1356626712","3836.7651860755","4071.56396430448",
"IDA blend","IDB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1949.73587276399","2010.07951742911","2091.76955606703","2065.4116974705","2090.69597043481","2141.30130472349","2224.89607711189","2246.555367338","2263.05056964562","2320.84133865042","2344.10122995417","2456.52582754936","2578.91959939696","2705.31029173016","2922.65823662129","3126.67231900992","3412.98376361863","3591.23482293955","3717.87457298947","3805.9871433793","3963.70975835654","4128.47483769388","4214.26211469528","4377.92972147896","4620.05792367218","4713.51111891573","4744.70796212058","4809.21395714511","5014.38677564679","5151.99792747616","5026.72820202545","5410.83610987553",
"Indonesia","IDN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2920","3170","3400","3680","4020","4360","4720","4940","4150","4090","4370","4710","4970","5190","5490","5890","6360","6870","7370","7660","8210","8770","9370","9710","9890","9880","10150","10600","11320","11980","11820","12680",
"IDA only","IDX","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","936.620666137656","959.941030477101","974.195153343843","1004.40424773329","1017.01469245067","1064.47020377371","1094.10721678033","1148.22984722254","1182.19410926756","1217.3547391321","1267.2466446465","1325.82646697525","1365.6800398356","1426.88262868482","1517.01388385568","1626.36087439052","1754.85415615636","1884.22080648301","1998.05668395229","2057.37130534676","2151.62485594784","2241.93942739914","2330.93946988387","2448.13825488315","2626.18495080833","2709.66422665714","2825.72478768659","2926.54364760477","3086.41416509211","3245.75210831103","3253.24304407054","3413.71833496109",
"Isle of Man","IMN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1190","1210","1280","1350","1440","1550","1670","1740","1830","1990","2070","2180","2260","2440","2660","2920","3200","3500","3610","3870","4170","4430","4770","4950","5130","5350","5660","6050","6520","6820","6360","7130",
"Not classified","INX","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12770","13440","13930","14630","15810","17320","18820","20450","22480","23590","26330","27820","29530","31280","33430","35050","38790","40440","38230","34640","36180","36590","37390","40340","43140","53060","58240","61730","65490","67820","71040","79370",
"Iran, Islamic Rep.","IRN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7590","8530","8790","8810","8770","9040","9670","9850","10020","10230","10890","11210","12190","13370","14050","14710","15710","17240","17380","17370","18350","19000","16870","16040","15790","13840","14680","15180","15050","14710","15270","16540",
"Iraq","IRQ","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2640","3490","4490","4540","4570","5000","5900","7790","8950","10470","10550","9430","6020","9210","8510","9570","10310","11860","11920","12240","12810","14350","14450","12930","9120","8840","9900","10150","10680","9300","9750",
"Iceland","ISL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23550","24540","26460","28150","28980","28670","30800","32660","32440","34360","35470","36340","38790","34050","33590","32170","34550","36690","42100","43500","46470","50990","53920","54290","57770","52030","55890",
"Israel","ISR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19240","20160","20700","21330","21620","23400","23910","24310","22980","24500","24640","25600","27480","26980","26810","28310","30220","31030","33630","34160","35170","37500","38920","39880","39780","39090","44060",
"Italy","ITA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18400","19260","19810","20140","20980","22110","22830","23770","24880","25550","26970","27950","28610","29060","29510","30180","32580","34170","35200","34580","35080","36510","36440","36250","36200","36640","40040","41810","43510","44750","42510","46450",
"Jamaica","JAM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4350","4630","4910","5720","5690","5940","6150","6100","5970","6060","6200","6340","6430","6780","7040","7270","7740","8030","8180","7730","7820","8100","8320","8500","8630","8810","9130","9700","10010","10380","9380","10240",
"Jordan","JOR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4260","4110","4640","4760","4890","5140","5150","5350","5510","5650","6080","6450","6710","7000","7700","8390","8770","9170","9640","9940","9830","10040","10180","10220","9350","9130","8990","9580","9770","9960","9680","10080",
"Japan","JPN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20130","21420","22050","22390","23010","24060","25300","25960","25820","26050","27680","28380","29040","29870","31430","32880","34530","36090","36220","34390","36280","37270","38640","40760","41030","42510","42010","42980","43730","43930","43630","44570",
"Kazakhstan","KAZ","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6820","6160","5880","6090","6370","6440","6630","7240","8540","9610","10550","11650","12590","13920","15260","15370","16020","16710","17790","19050","21900","22190","21760","21490","22160","22940","24030","24390","25160",
"Kenya","KEN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1670","1690","1660","1640","1680","1760","1830","1830","1870","1880","1880","1930","1920","1950","2050","2190","2320","2470","2460","2170","2320","2470","2550","2780","3040","3390","3970","4230","4500","4720","4660","5130",
"Kyrgyz Republic","KGZ","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2380","2070","1790","1440","1370","1470","1600","1610","1640","1750","1910","1930","2090","2230","2300","2470","2730","2910","2980","2890","2950","3530","3810","4100","4050","4440","4800","5100","5000","4820","4860",
"Cambodia","KHM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","760","790","830","860","950","1040","1130","1190","1300","1440","1650","1850","2080","2210","2190","2330","2500","2730","2890","3020","3220","3510","3770","4090","4380","4330","4540",
"Kiribati","KIR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1360","1960","2010","1960","1990","2110","1850","2230","2500","2270","2430","2550","2440","2350","2250","2320","2310","2420","2420","2280","2380","2310","2650","3010","3430","4090","3490","3750","3890","4350","3830","3870",
"St. Kitts and Nevis","KNA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8740","8770","9150","9860","10470","11240","11800","12580","12290","12640","14090","14930","15220","14630","15860","18130","19510","20210","22850","22160","22530","23330","22520","23920","24590","24770","26330","27980","29320","31850","27720","28420",
"Korea, Rep.","KOR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8350","9470","10170","11020","12160","13450","14640","15640","14780","16620","18410","19590","21320","22020","23730","25010","26810","28990","29950","29460","31780","32750","33910","34460","35500","38020","39720","41120","43220","43370","45800","47770",
"Kuwait","KWT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46100","56870","61700","68510","67330","70340","72530","66780","69850","67340","65360","74960","85350","94350","100700","101380","96940","85370","81330","83380","85850","81230","75380","51480","48780","57790","56760","55930","","",
"Latin America & Caribbean (excluding high income)","LAC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5896.18605482412","6204.2993211753","6404.230269572","6584.84343857545","6935.05534565573","7058.52042732857","7351.03081707968","7736.22307185951","7870.37023523616","7860.72685794125","8210.28455633384","8299.30828044608","8365.30409837448","8630.90418000684","9156.52536273978","9696.44146317038","10575.1917607729","11337.3138128948","11959.2896412014","11784.058615838","12539.9947848876","13372.1873330934","13627.1046312616","14116.2620272061","14417.3136175569","14217.1465344679","14402.2819438197","14982.2019348254","15311.9401216681","15483.3553520146","14702.4232415791","16023.69301143",
"Lao PDR","LAO","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1010","1060","1110","1180","1260","1340","1430","1490","1530","1660","1720","1830","1950","2030","2230","2470","2630","2920","3120","3390","3540","3830","4510","4960","5570","5850","6510","6830","7390","7700","7700","8100",
"Lebanon","LBN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3650","4630","5500","6000","6590","7080","7780","7790","7930","7890","8100","8280","8230","7470","9290","9990","10450","11780","12690","13610","14640","15040","15770","15510","14810","15220","16320","17740","18030","17420","14060","13700",
"Liberia","LBR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","860","830","840","580","610","650","710","780","840","870","900","1000","1040","1210","1230","1160","1280","1400","1360","1360","1390","1470",
"Libya","LBY","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20710","23450","23840","26830","29500","32530","31790","29330","30550","15940","28360","23090","20670","22350","21890","24460","26430","23750","17930","24330",
"St. Lucia","LCA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5930","6060","6670","6690","6880","7020","7330","7320","7780","8060","8660","8450","8670","9040","9740","9950","11060","11380","12110","11990","12310","13350","13030","13450","13130","12650","13690","14340","15190","15160","12070","13810",
"Latin America & Caribbean","LCN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5969.61798285378","6314.82028954267","6545.33228848193","6734.4118616477","7053.66342971912","7218.47299977304","7511.25534751315","7917.15439030115","8056.00747096645","8030.0174643773","8390.26346910678","8505.8777486937","8518.73340948031","8737.50939121016","9338.24014724221","9935.42588973833","10889.4202815381","11713.3653174229","12322.238186406","12112.3859762632","12833.3879270199","13666.20830075","13974.6078290143","14491.0856427318","14799.9817351397","14643.1422791441","14865.0536167779","15472.9521926201","15852.1425717044","16057.0915849414","15243.1640807752","16679.9012797789",
"Least developed countries: UN classification","LDC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","888.547293522","921.990854494639","902.95688684275","934.159177567733","946.647439899843","1016.9832126484","1067.43379717462","1127.335819688","1158.30347156529","1186.81965337311","1242.09180273675","1303.73005545256","1355.78425273129","1417.99448247963","1510.98643434498","1625.84869381884","1763.08428010074","1909.49457944787","2026.39385705316","2094.74638108169","2190.59048527788","2279.26235416815","2366.46983048559","2475.76752382481","2628.15721731341","2687.71813136049","2802.19305672437","2899.91117979384","3040.26495716204","3183.238137692","3176.90032377233","3307.73365538895",
"Low income","LIC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","712.88588112687","725.294452841175","735.509508441728","766.311349410321","774.294990708352","806.091751311303","849.896987706141","900.9262073557","920.905107153404","933.633467731833","965.801728590719","1014.56999018348","1037.70816851918","1075.69698603312","1136.58164489635","1210.48297471306","1291.62244023067","1373.38688553422","1435.52000325271","1466.30459716874","1525.6034166027","1544.13200217638","1503.17981771637","1558.82958486675","1688.35281900985","1748.00399682655","1844.77647950854","1885.76759432172","1939.07635322545","1995.41347472259","1967.14169761715","2027.17732974876",
"Liechtenstein","LIE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2370","2530","2690","2910","3100","3290","3450","3720","3910","4110","4420","4420","4640","4990","5360","5810","6390","6980","7400","7740","8390","9260","10440","10990","11450","11920","12730","13250","13720","13820","13440","14370",
"Lower middle income","LMC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2029.8131249658","2107.6759288889","2164.76457893742","2202.6656096477","2265.10581291716","2381.24370654903","2515.40742041859","2602.05394483389","2613.22331683364","2713.97230672692","2832.33195525631","2983.84758014583","3120.46482015091","3323.36681868407","3573.89730426396","3847.3347021539","4177.42270410887","4527.016059887","4725.96789051373","4890.66166243068","5189.57883167718","5463.88593186436","5753.98006823914","5948.13853748147","6121.63283044401","6224.707939127","6468.10453396847","6765.67197720782","7176.11936270477","7478.70759349579","7217.95592536585","7829.28625808227",
"Low & middle income","LMY","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2455.13701855879","2556.17721106684","2627.66306593381","2721.54062463251","2816.31356230217","2947.25706556914","3113.54220346975","3270.26222461351","3284.75596752549","3408.98669171302","3633.0198426422","3814.46118354437","4003.71942869353","4270.56933621566","4655.3745975909","5070.17749226103","5655.13218747439","6240.4887209438","6707.99182674662","6885.26969068261","7389.97912011021","7911.16265300566","8370.63875230223","8721.07143903687","9014.67337966806","9069.46603393145","9347.44484824433","9801.05235131913","10385.3279379347","10824.7438270402","10649.8402407238","11655.8488993557",
