Country Name,Country Code,Series Name,Series Code,2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012]
South Africa,ZAF,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,6266.01573980923,6472.10703408701,6729.8274660259,7017.71490394165,7299.02003724481,7432.11676075707,7216.67969294747,7328.61562893966,7454.72016478301,7500.04106663005
South Sudan,SSD,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,1508.23264126216,1514.03397173587,1535.70818396841,1416.42943370462,742.342448651301
Spain,ESP,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,30037.6248621551,30445.7488586839,31028.9967719752,31760.6025390822,32301.9690040863,32072.7645931733,30593.609837519,30502.7197080776,30146.9992402473,29235.8286869685
Sri Lanka,LKA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1933.19270324969,2021.30544898445,2130.12840687652,2275.89172757242,2412.68682818023,2538.08761923669,2609.68801158959,2799.64887619972,3014.57874450509,3286.0075942939
St. Kitts and Nevis,KNA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,14169.5073513293,14560.5198928878,15790.5121650165,15772.17432479,15721.1120458798,16542.4817808203,15737.5556400545,15508.7681119997,15654.5951612067,15170.8986639694
St. Lucia,LCA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,7747.91129406267,8244.93382581884,8130.66015853571,8531.83692113609,8559.30018013656,8857.59735245812,8496.57647346636,8540.41437824647,8933.84619093225,8860.36963576419
St. Martin (French part),MAF,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,5507.46018039767,5726.53320003923,5863.49800511604,6314.9444499748,6531.13696924918,6642.27211018822,6509.21225751766,6292.78948709922,6262.8750297342,6342.46536797172
Sudan,SDN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1115.72411936415,1127.11243923819,1178.22716325328,1261.28867591082,1368.34814425062,1435.50853834829,1443.09135614876,1401.47747416771,1591.56825353313,1745.10167474004
Suriname,SUR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,6293.39281428241,6748.97978747695,6970.99680301119,7289.76012687034,7574.14681072347,7797.33776081036,7940.38077869489,8255.7968587048,8639.95357766425,8772.96122137276
Sweden,SWE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,47212.708535919,49066.8961922116,50268.1757126904,52316.9632389091,53716.4434028519,53059.453925369,50326.2220511785,52869.0442891587,54147.9403966009,53432.6448453224
Switzerland,CHE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,67385.2976593135,68781.6125860233,70471.4385176523,72823.8372534677,75143.7022036991,75793.6330393036,73189.1925566825,74605.7210207051,75029.7578197262,74984.137116844
Syrian Arab Republic,SYR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..
Tajikistan,TJK,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,531.929855011299,576.444313095882,603.251798200936,633.34006878236,668.951287591953,707.125187558696,719.208329539065,749.552711015842,787.233265702208,827.112997957288
Tanzania,TZA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,583.314433771753,609.636715612512,637.005622161401,659.804350340482,684.884049106531,703.588494527695,719.723078440627,743.403784726004,777.227218443918,788.439151581443
Thailand,THA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3969.73496509213,4190.48828312651,4337.87997532396,4525.95555489701,4745.30368527222,4801.87746520097,4744.76279118991,5076.34017438708,5094.47266059237,5437.87769081622
Timor-Leste,TLS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,635.358941335131,621.632782986268,625.442711942326,587.173261676576,634.762855027672,693.991612776827,749.918473033443,806.40786170986,838.188712186125,873.055997589049
Togo,TGO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,576.542804613352,556.582675801811,517.006798314805,516.780350613692,497.122958187546,503.451089461047,517.101198659896,534.044366810198,553.201455548493,573.923988738926
Tonga,TON,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3529.60608007764,3495.12725920748,3526.25339301453,3470.06644173657,3297.1451617834,3373.10074388628,3433.39422996634,3553.22061448636,3667.1356350961,3729.49503334811
Trinidad and Tobago,TTO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,12430.875473961,13350.8614277545,14110.0411657218,15899.4003031649,16580.3172421386,17064.5316567346,16234.9812324987,16683.3553787376,16534.2682622722,16636.6838307924
Tunisia,TUN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3226.6462709814,3401.51747933244,3490.68397747258,3639.73069479715,3844.92821499035,3965.64828951732,4043.14643519898,4141.97635336459,4022.237688257,4142.49443137775
Turkey,TUR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,8331.57377455595,9009.47262310336,9692.12058261017,10252.3604841539,10640.4228221768,10602.8565769792,9976.15051631348,10672.389245603,11678.1307870247,12039.2956914658
Turkmenistan,TKM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2495.28728467339,2593.51359957774,2899.95714182609,3181.07114894797,3489.32719574311,3949.04423321621,4129.54023238133,4439.20038235805,5006.27301039207,5462.9172897914
Turks and Caicos Islands,TCA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,21028.4081445193,..,..
Tuvalu,TUV,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3161.41999231299,3073.4828848462,2918.57272412158,2945.65137822433,3101.76057386846,3319.18126820326,3138.57364505373,3022.17650716397,3217.84629988041,3063.87414564206
Uganda,UGA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,608.710038807903,629.766751912994,648.765544758871,696.422980043531,731.583627970507,770.588634533878,797.34019808554,815.873679131482,864.537900031243,869.601494956259
Ukraine,UKR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2353.60436841403,2658.68863640245,2758.51807511819,2983.85415462473,3229.65317989658,3322.00512728069,2844.32123372086,2965.13971520617,3138.46513682261,3153.7354536996
United Arab Emirates,ARE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,60351.1400473436,60328.3205264375,56092.9202185986,53335.0315740292,47283.9032785234,42456.7958854415,36024.0582294666,33893.303514039,34634.8621429885,35416.8917844949
United Kingdom,GBR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,38331.6056825266,39018.9510392376,39984.1674392449,40798.0653018924,41465.5454970381,41024.8110611627,38986.144513023,39435.8399018505,39731.4892839944,40039.7002444533
United States,USA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,45980.514584919,47287.593772018,48499.8123762908,49405.7672958456,49856.2814911902,49319.4788649957,47648.8132503916,48467.5157769259,48866.0532770682,49603.2534736283
Uruguay,URY,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,8041.24017738851,8449.20908871166,9078.6374548701,9440.50698031014,10038.8950928926,10732.0112766921,11155.845245605,11992.0166261774,12574.9035699501,12981.1401108822
Uzbekistan,UZB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1065.52698680767,1131.76452793728,1196.42238577936,1269.9813728038,1370.63658196869,1470.59518910222,1562.40505278092,1634.31209539718,1714.89056291696,1814.46719583956
Vanuatu,VUT,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2522.98621713048,2557.09984993409,2626.37295502417,2781.08669486324,2856.97075961693,2970.39186299374,2994.91684230213,2966.85711598678,2923.42028826041,2893.09572537593
"Venezuela, RB",VEN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,9830.73677120797,11429.4069750518,12400.7747575051,13413.0140896143,14374.374372096,14920.447414239,14239.0392030136,13825.3580883312,14179.192314908,14735.0935364906
Vietnam,VNM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,896.704375753457,955.447267091645,1018.12112382332,1079.06248842695,1145.14003771978,1198.41721350262,1250.79576057587,1317.89070617836,1385.89038466892,1443.49261488872
Virgin Islands (U.S.),VIR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,36565.8293918275,37654.274280256,39026.654555933,40472.6629527254,42118.3562605835,42491.4540238816,39667.1915982754,40043.1901659314,36798.6990347292,31301.001725378
West Bank and Gaza,PSE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1810.42968486585,1947.2840298839,2103.13352808938,1970.10868156123,2046.97126353634,2112.48368880484,2235.04583613558,2354.12598671847,2580.36978854332,2675.67754197823
"Yemen, Rep.",YEM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1199.54886794011,1211.77256637899,1243.43108853965,1246.8721107661,1252.48314306481,1262.01821783006,1274.4658827005,1334.78484461341,1133.12659096798,1128.68627294681
Zambia,ZMB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1033.31080222697,1077.83638665003,1126.03193642396,1183.36385895953,1248.41842388165,1309.2816486784,1390.33144624924,1489.45930583593,1525.56249353769,1591.31955709811
Zimbabwe,ZWE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1102.23075464005,1034.96298817003,971.26672303256,931.5685400464,890.180454570516,725.575973686015,803.222028647959,948.33185445926,1066.42626547202,1223.20343166571
Arab World,ARB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,4886.34941438461,5224.72916916463,5400.54005027667,5618.12920591447,5734.49210691552,5922.26597752644,5806.18528437373,5934.2906837414,6020.48689375278,6274.11113550431
Caribbean small states,CSS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,8110.08182076661,8374.34977433108,8625.08989407889,9150.32030109483,9384.84178667104,9442.29775865133,9032.80645855924,9086.89479336194,9118.6404697585,9165.28919428356
Central Europe and the Baltics,CEB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,9594.41306509323,10180.4579122556,10716.1038582864,11451.0877104468,12228.3453572263,12752.8371601478,12337.2729008786,12576.0418403691,13015.3170739998,13146.2571114107
Early-demographic dividend,EAR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2338.68370647108,2454.97242766287,2562.68911132749,2677.21379044219,2789.69973460439,2841.67683255074,2816.25472151671,2944.92579471656,3045.71845818856,3129.45280552375
East Asia & Pacific,EAS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,5796.74522770117,6051.32008244533,6311.09931009471,6612.49054706468,6992.04483041941,7188.3239899156,7238.31437599285,7697.99280464496,7999.30316445153,8318.09401292737
East Asia & Pacific (excluding high income),EAP,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2219.17136783458,2397.48701023636,2609.23795451639,2867.78314441505,3192.53818847887,3436.66474123462,3674.96711186534,4005.48896330204,4313.71272115616,4604.47482719416
East Asia & Pacific (IDA & IBRD countries),TEA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2243.10074953508,2423.36280843277,2637.39922911928,2898.71786965005,3226.91257397829,3473.5898269763,3714.36495467488,4048.33554619038,4359.76227289431,4653.53568428784
Euro area,EMU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,35769.7778722022,36393.167637284,36815.8438269879,37826.7326800846,38758.8715323378,38732.3388287046,36869.0870286206,37567.1305639807,38284.0749467061,37859.06133877
Europe & Central Asia,ECS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,21350.5917255576,21978.7315287229,22518.5464258145,23341.729302095,24113.3987203424,24263.9260041326,23091.3889232539,23604.6811937421,24111.5838943541,24090.2241275717
Europe & Central Asia (excluding high income),ECA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,5677.89378300957,6139.49276652887,6581.12265598493,7105.63408976279,7632.33145183612,7918.21325055498,7409.31665673687,7780.76665443152,8218.40932289336,8491.4486076798
Europe & Central Asia (IDA & IBRD countries),TEC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,6055.79061331421,6527.46464870234,6955.8007955742,7492.69478517756,8046.11046074729,8375.9856010598,7935.74157948301,8276.64365141122,8713.09185318913,8970.35580274396
European Union,EUU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,30605.4245488829,31284.6362241925,31775.677160958,32779.8014332052,33700.3132011155,33809.3759904484,32269.1124507662,32931.6381222667,33597.4511459169,33298.8074190362
Fragile and conflict affected situations,FCS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1636.69324793225,1818.49506400816,1909.75058714603,2003.50275062131,2088.4222440615,2155.65399227784,2164.82830797075,2205.09861244964,2168.22175172327,2281.04689815321
Heavily indebted poor countries (HIPC),HPC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,642.672133744751,659.057773457297,679.174032954592,701.667329451818,726.150668584107,749.037394246845,759.971472245304,779.144755447606,798.091324987796,818.144673658993
High income,HIC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,36044.6279207807,37003.6767594821,37810.6362335816,38718.0166330709,39510.624328026,39363.9206042893,37785.4129670873,38650.1449944604,39191.5219676356,39470.8084289289
IBRD only,IBD,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3117.21340808566,3321.630291496,3513.67357563098,3753.05786886698,4030.52655754123,4212.08811905059,4254.39945934221,4520.58665637598,4744.62096467368,4935.64967902439
IDA & IBRD total,IBT,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2616.3703930704,2778.2596655848,2929.14168428162,3116.19099046437,3332.27574309896,3471.21569562879,3502.76083085555,3707.50905022089,3876.33951087656,4019.24189380379
IDA blend,IDB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1209.95664918207,1272.00430681301,1316.53278882059,1359.88184977814,1405.70767208652,1431.65812964739,1481.71485640619,1536.68886157534,1572.29678023097,1604.91106277374
IDA only,IDX,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,647.839106058014,669.527071800525,696.845428327962,726.565945346268,759.543719593169,789.431017753675,808.334623281765,836.667282442542,856.483975217282,877.328192390729
IDA total,IDA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,838.627987641757,874.152155210156,907.123942754868,941.280188200782,978.463378582207,1006.74484747377,1036.56859581065,1074.3401292154,1099.91561938971,1124.99436545013
Late-demographic dividend,LTE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3989.82325912844,4276.96814274771,4554.64102237949,4921.00271905606,5360.88543953752,5674.67585726729,5787.99727275284,6192.38920863458,6567.6256278161,6882.03238093792
Latin America & Caribbean,LCN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,7416.99244492247,7786.96650192976,8017.49854874921,8337.27176010512,8692.47513763889,8928.37190886042,8660.212429782,9065.80754617692,9356.8239075059,9512.74749308319
Latin America & Caribbean (excluding high income),LAC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,7148.71175145204,7497.75897658106,7722.77676913418,8036.0291570494,8390.28524784499,8626.55710718363,8362.6982021173,8767.05888049051,9048.15612709312,9189.25321916519
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,7320.71241540878,7681.0054913185,7912.82970199912,8232.93611266332,8592.72463122356,8835.17025832604,8565.12414850996,8980.71915506806,9277.7522299358,9435.30991678231
Least developed countries: UN classification,LDC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,602.062882689874,626.525372451129,660.650102384089,694.178471611623,734.1130615361,768.17612388491,785.88163388425,813.267030829268,828.979268061528,848.282779203728
Low & middle income,LMY,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2507.99694273915,2664.27405815945,2812.4598449577,2993.75316826287,3203.62591872576,3337.342163617,3372.01129693406,3576.05291967848,3740.68191261479,3882.32561606572
Low income,LIC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,581.260700888341,597.154842311901,620.776894470758,644.161729697875,673.734013135025,697.949839906324,712.712231438042,734.203521218984,738.660345014634,736.860577358031
Lower middle income,LMC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1133.74369562613,1195.32922109278,1253.39280069317,1317.64646967201,1385.43441295923,1421.00019710934,1466.81272155345,1542.65245327535,1592.38180732811,1647.73734053838
Middle East & North Africa,MEA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,5940.99533922358,6292.91427440293,6480.59934164182,6730.52342136692,6929.50927684524,7086.47957878901,6969.68329380032,7169.34465290674,7281.79541077623,7413.89726005229
Middle East & North Africa (excluding high income),MNA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3327.78809831846,3532.84861517476,3629.48277864046,3762.62423372706,3923.13295794257,3990.66580156307,4020.94405040192,4157.89881384807,4045.84006450738,4084.70021059202
Middle East & North Africa (IDA & IBRD countries),TMN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3344.36476964192,3550.29447133625,3646.36241745709,3782.70086468104,3944.31198575773,4012.05605106562,4041.40939057703,4178.70835563283,4062.7141547104,4100.98018075988
Middle income,MIC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2684.31985208067,2856.23475455799,3019.27504668942,3218.92340045113,3449.92080525239,3598.60076895893,3639.71784038469,3866.19384501526,4051.15724884491,4211.70152227454
North America,NAC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,45550.8559363578,46849.8120961325,48111.2143235381,49064.9667284961,49734.7425918768,49247.0754372481,47547.403102698,48374.0945971237,48833.1258274061,49527.8035713892
Not classified,INX,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..
OECD members,OED,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,32849.5423514636,33660.9995026892,34367.075846491,35170.1069120168,35859.8405553342,35678.1820110068,34208.8009870163,34983.4873923862,35452.0664025797,35686.2559060587
Other small states,OSS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,8754.24144330256,9378.24706412016,9713.25355534927,10486.2880837083,11236.6966409123,11757.1491901943,11686.5682619237,12366.3372572519,13003.2338341626,13179.3018549247
Pacific island small states,PSS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2785.4212122591,2862.51537023643,2892.41633670771,2928.23269673363,2923.07792302633,2935.43192325509,2859.42497639093,2905.02252028699,2980.38121944126,2977.79946570105
Post-demographic dividend,PST,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,36833.0782977885,37790.383906324,38634.3275186091,39571.4777651091,40397.2719108353,40244.9598987918,38646.9286028917,39558.9085419305,40082.7129103373,40365.3913603353
Pre-demographic dividend,PRE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1043.04576696539,1141.62388796058,1183.41399411471,1232.06484307713,1275.9296115579,1325.5351568828,1354.76824673454,1396.88720924211,1424.07116860957,1460.15598632608
Small states,SST,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,8222.01004350904,8735.82809078078,9037.81200173364,9717.05280091647,10319.8337111022,10723.6061038311,10595.7777018237,11122.8030135803,11617.6047351015,11769.5766905536
South Asia,SAS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,880.337170033025,930.93998775879,985.155072808326,1044.16126626214,1103.28858485816,1121.83321385746,1184.31022611746,1257.49943946437,1304.00875135793,1357.60557464947
South Asia (IDA & IBRD),TSA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,880.337170033025,930.93998775879,985.155072808326,1044.16126626214,1103.28858485816,1121.83321385746,1184.31022611746,1257.49943946437,1304.00875135793,1357.60557464947
Sub-Saharan Africa,SSF,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1309.99491998383,1358.78552725553,1405.10047137523,1452.20532757821,1506.25707613995,1544.38279278145,1549.00351146049,1588.81797741095,1619.33651952717,1638.25242188538
Sub-Saharan Africa (excluding high income),SSA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1300.91332353876,1349.63303435622,1396.01884874545,1442.86794856227,1496.5620136215,1534.46981929176,1539.01908045202,1578.62752040559,1608.9227774341,1627.74318597709
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1309.99491998383,1358.78552725553,1405.10047137523,1452.20532757821,1506.25707613995,1544.38279278145,1549.00351146049,1588.81797741095,1619.33651952717,1638.25242188538
Upper middle income,UMC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,4082.110432982,4366.65844525489,4639.11780625734,4978.16926284795,5376.85750985135,5648.41656637723,5701.91354299914,6089.42331362091,6422.03279694501,6701.77365196732
World,WLD,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,8434.21259393964,8696.86570415111,8926.04494230919,9202.5422634913,9483.24758622776,9540.77603882364,9267.69117773877,9551.33565289547,9737.34274698701,9865.63452315589
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,
Last Updated: 10/15/2020,,,,,,,,,,,,,
